chow.n.03	canine.n.02
bonnet_macaque.n.01	monkey.n.01
dairy_cattle.n.01	ungulate.n.01
proboscis_monkey.n.01	primate.n.02
gallant_fox.n.01	equine.n.01
yak.n.02	mammal.n.01
pocket_rat.n.01	placental.n.01
assault.n.03	placental.n.01
patas.n.01	mammal.n.01
howler_monkey.n.01	new_world_monkey.n.01
stallion.n.01	equine.n.01
saber-toothed_tiger.n.01	big_cat.n.01
staffordshire_bullterrier.n.01	carnivore.n.01
domestic_goat.n.01	placental.n.01
banteng.n.01	bovid.n.01
atlantic_bottlenose_dolphin.n.01	mammal.n.01
dachshund.n.01	canine.n.02
wild_ass.n.01	placental.n.01
alaska_fur_seal.n.01	aquatic_mammal.n.01
marmoset.n.01	mammal.n.01
domestic_goat.n.01	bovid.n.01
dwarf_sperm_whale.n.01	placental.n.01
cow.n.01	ruminant.n.01
steeplechaser.n.01	odd-toed_ungulate.n.01
sperm_whale.n.01	mammal.n.01
bellwether.n.02	mammal.n.01
sir_barton.n.01	equine.n.01
california_sea_lion.n.01	california_sea_lion.n.01
santa_gertrudis.n.01	even-toed_ungulate.n.01
grasshopper_mouse.n.01	rodent.n.01
bobcat.n.01	wildcat.n.03
japanese_deer.n.01	even-toed_ungulate.n.01
english_foxhound.n.01	carnivore.n.01
sable_antelope.n.01	mammal.n.01
devon.n.02	placental.n.01
saluki.n.01	placental.n.01
cattle.n.01	placental.n.01
bullock.n.01	ungulate.n.01
briard.n.01	shepherd_dog.n.01
leopardess.n.01	placental.n.01
rock_wallaby.n.01	kangaroo.n.01
striped_hyena.n.01	placental.n.01
badger.n.02	carnivore.n.01
clydesdale.n.01	odd-toed_ungulate.n.01
cob.n.02	placental.n.01
pygmy_mouse.n.01	mouse.n.01
tibetan_mastiff.n.01	canine.n.02
yellow-throated_marten.n.01	musteline_mammal.n.01
badger.n.02	musteline_mammal.n.01
bluetick.n.01	bluetick.n.01
pygmy_mouse.n.01	mammal.n.01
marsh_hare.n.01	leporid.n.01
sivapithecus.n.01	placental.n.01
groundhog.n.01	mammal.n.01
greater_swiss_mountain_dog.n.01	greater_swiss_mountain_dog.n.01
foxhound.n.01	foxhound.n.01
dhole.n.01	wild_dog.n.01
angora.n.04	feline.n.01
fox_terrier.n.01	terrier.n.01
giraffe.n.01	giraffe.n.01
palomino.n.01	odd-toed_ungulate.n.01
ram.n.05	even-toed_ungulate.n.01
wolverine.n.03	carnivore.n.01
meerkat.n.01	mammal.n.01
lesser_rorqual.n.01	mammal.n.01
lucy.n.01	australopithecus_afarensis.n.01
wire-haired_fox_terrier.n.01	fox_terrier.n.01
giant_armadillo.n.01	edentate.n.01
greater_kudu.n.01	ruminant.n.01
napu.n.01	ungulate.n.01
mexican_pocket_mouse.n.01	pocket_mouse.n.01
prairie_vole.n.01	mammal.n.01
chamois.n.02	goat_antelope.n.01
bovine.n.01	mammal.n.01
bernese_mountain_dog.n.01	placental.n.01
boarhound.n.01	hound.n.01
gaur.n.01	ox.n.02
angora.n.03	mammal.n.01
tiger_cat.n.01	mammal.n.01
blackbuck.n.01	bovid.n.01
maltese.n.03	mammal.n.01
miniature_schnauzer.n.01	placental.n.01
otter_shrew.n.01	insectivore.n.01
phyllostomus_hastatus.n.01	bat.n.01
silverback.n.01	placental.n.01
cairn.n.02	mammal.n.01
banteng.n.01	bovine.n.01
police_dog.n.01	placental.n.01
blackbuck.n.01	placental.n.01
asian_wild_ox.n.01	bovine.n.01
brown_bat.n.01	brown_bat.n.01
red_bat.n.01	mammal.n.01
samoyed.n.03	mammal.n.01
affenpinscher.n.01	working_dog.n.01
attack_dog.n.01	watchdog.n.02
okapi.n.01	giraffe.n.01
zoril.n.01	musteline_mammal.n.01
komondor.n.01	mammal.n.01
american_water_spaniel.n.01	spaniel.n.01
spider_monkey.n.01	placental.n.01
wallaby.n.01	metatherian.n.01
western_chimpanzee.n.01	great_ape.n.01
flying_fox.n.01	mammal.n.01
american_red_squirrel.n.01	mammal.n.01
java_man.n.01	homo_erectus.n.01
sperm_whale.n.01	placental.n.01
police_dog.n.01	police_dog.n.01
fawn.n.02	ungulate.n.01
hearing_dog.n.01	dog.n.01
belgian_sheepdog.n.01	mammal.n.01
tiger_cub.n.01	big_cat.n.01
snake_muishond.n.01	musteline_mammal.n.01
clydesdale_terrier.n.01	mammal.n.01
squirrel.n.01	rodent.n.01
impala.n.01	placental.n.01
suslik.n.01	squirrel.n.01
silver_fox.n.01	red_fox.n.03
chickeree.n.01	placental.n.01
polo_pony.n.01	odd-toed_ungulate.n.01
sorrel.n.05	mammal.n.01
otterhound.n.01	dog.n.01
hudson_bay_collared_lemming.n.01	rodent.n.01
black_sheep.n.02	black_sheep.n.02
blacktail_prairie_dog.n.01	placental.n.01
flying_mouse.n.01	mammal.n.01
lioness.n.01	placental.n.01
american_bison.n.01	placental.n.01
hooded_skunk.n.01	musteline_mammal.n.01
working_dog.n.01	carnivore.n.01
western_grey_squirrel.n.01	tree_squirrel.n.01
sir_barton.n.01	ungulate.n.01
schnauzer.n.01	terrier.n.01
american_marten.n.01	american_marten.n.01
mandrill.n.01	mandrill.n.01
fossa.n.03	viverrine.n.01
zebra.n.01	odd-toed_ungulate.n.01
collared_peccary.n.01	ungulate.n.01
rambouillet.n.01	sheep.n.01
walrus.n.01	pinniped_mammal.n.01
rhodesian_man.n.01	rhodesian_man.n.01
wild_boar.n.01	even-toed_ungulate.n.01
northern_flying_squirrel.n.01	mammal.n.01
taguan.n.01	rodent.n.01
english_toy_spaniel.n.01	mammal.n.01
sorrel.n.05	equine.n.01
brewer's_mole.n.01	insectivore.n.01
chickeree.n.01	tree_squirrel.n.01
snowshoe_hare.n.01	placental.n.01
shetland_pony.n.01	odd-toed_ungulate.n.01
aberdeen_angus.n.01	placental.n.01
pacer.n.02	pacer.n.02
masked_shrew.n.01	insectivore.n.01
new_world_least_weasel.n.01	placental.n.01
morgan.n.06	odd-toed_ungulate.n.01
uakari.n.01	monkey.n.01
saiga.n.01	placental.n.01
dall_sheep.n.01	dall_sheep.n.01
kudu.n.01	kudu.n.01
gorilla.n.01	ape.n.01
bluetick.n.01	mammal.n.01
saint_bernard.n.01	placental.n.01
european_water_shrew.n.01	insectivore.n.01
opossum_rat.n.01	metatherian.n.01
new_world_mouse.n.01	mammal.n.01
silver_fox.n.01	mammal.n.01
asiatic_flying_squirrel.n.01	placental.n.01
shepherd_dog.n.01	mammal.n.01
blenheim_spaniel.n.01	canine.n.02
serow.n.01	mammal.n.01
bighorn.n.02	ungulate.n.01
wolfhound.n.01	canine.n.02
bassarisk.n.01	procyonid.n.01
kob.n.01	placental.n.01
prosimian.n.01	primate.n.02
ratel.n.01	musteline_mammal.n.01
manx.n.02	manx.n.02
hazel_mouse.n.01	hazel_mouse.n.01
schipperke.n.01	schipperke.n.01
drill.n.02	placental.n.01
brown_bat.n.01	mammal.n.01
beef.n.01	bovid.n.01
duplicidentata.n.01	mammal.n.01
domestic_sheep.n.01	domestic_sheep.n.01
fruit_bat.n.01	fruit_bat.n.01
ungulate.n.01	placental.n.01
kaffir_cat.n.01	placental.n.01
platypus.n.01	platypus.n.01
pole_horse.n.01	pole_horse.n.01
antelope.n.01	placental.n.01
mudder.n.01	mammal.n.01
sei_whale.n.01	rorqual.n.01
miniature_schnauzer.n.01	mammal.n.01
atlantic_bottlenose_dolphin.n.01	atlantic_bottlenose_dolphin.n.01
eastern_chimpanzee.n.01	eastern_chimpanzee.n.01
cryptoprocta.n.01	cryptoprocta.n.01
madagascar_cat.n.01	madagascar_cat.n.01
coyote.n.01	mammal.n.01
australopithecus_afarensis.n.01	placental.n.01
tatouay.n.01	armadillo.n.01
plains_pocket_gopher.n.01	pocket_rat.n.01
asiatic_flying_squirrel.n.01	asiatic_flying_squirrel.n.01
tarsius_glis.n.01	tarsius_glis.n.01
american_foxhound.n.01	american_foxhound.n.01
stepper.n.03	mammal.n.01
otterhound.n.01	canine.n.02
clumber.n.01	carnivore.n.01
marten.n.01	musteline_mammal.n.01
long-tailed_porcupine.n.01	porcupine.n.01
kaffir_cat.n.01	wildcat.n.03
musk_ox.n.01	placental.n.01
water_spaniel.n.01	hunting_dog.n.01
weasel.n.02	placental.n.01
groundhog.n.01	placental.n.01
cactus_mouse.n.01	rodent.n.01
redbone.n.01	mammal.n.01
gazelle.n.01	antelope.n.01
tiger_cat.n.02	domestic_cat.n.01
heifer.n.01	bovine.n.01
bucking_bronco.n.01	bronco.n.01
ayrshire.n.01	ungulate.n.01
rabbit-eared_bandicoot.n.01	rabbit-eared_bandicoot.n.01
gib.n.02	gib.n.02
lion.n.01	placental.n.01
groenendael.n.01	canine.n.02
river_dolphin.n.01	placental.n.01
baleen_whale.n.01	placental.n.01
rudapithecus.n.01	primate.n.02
springer.n.02	mammal.n.01
lesser_ape.n.01	anthropoid_ape.n.01
titi.n.03	primate.n.02
dandie_dinmont.n.01	placental.n.01
stallion.n.01	horse.n.01
toy_poodle.n.01	toy_poodle.n.01
pallid_bat.n.01	carnivorous_bat.n.01
dwarf_sperm_whale.n.01	dwarf_sperm_whale.n.01
police_dog.n.01	dog.n.01
marsupial.n.01	metatherian.n.01
giant_eland.n.01	bovid.n.01
spotted_skunk.n.01	musteline_mammal.n.01
common_eland.n.01	mammal.n.01
finback.n.01	baleen_whale.n.01
sivapithecus.n.01	primate.n.02
bird_dog.n.01	placental.n.01
deer_mouse.n.01	mammal.n.01
welsh_springer_spaniel.n.01	welsh_springer_spaniel.n.01
pika.n.01	mammal.n.01
cotton_mouse.n.01	placental.n.01
bullock.n.02	mammal.n.01
edentate.n.01	placental.n.01
merino.n.01	merino.n.01
eastern_pipistrel.n.01	placental.n.01
eastern_cottontail.n.01	leporid.n.01
dalmatian.n.02	placental.n.01
fisher.n.02	carnivore.n.01
otter.n.02	musteline_mammal.n.01
german_shepherd.n.01	dog.n.01
africander.n.01	bovid.n.01
mylodon.n.01	edentate.n.01
beaked_whale.n.01	cetacean.n.01
field_spaniel.n.01	canine.n.02
grey.n.07	placental.n.01
homo_sapiens.n.01	placental.n.01
hinny.n.01	odd-toed_ungulate.n.01
spitz.n.01	placental.n.01
finback.n.01	mammal.n.01
urial.n.01	wild_sheep.n.01
siamang.n.01	lesser_ape.n.01
viverrine.n.01	mammal.n.01
megatherian.n.01	edentate.n.01
norwich_terrier.n.01	canine.n.02
dandie_dinmont.n.01	carnivore.n.01
grey_fox.n.01	carnivore.n.01
little_chief_hare.n.01	little_chief_hare.n.01
moke.n.01	odd-toed_ungulate.n.01
rambouillet.n.01	bovid.n.01
grey_whale.n.01	mammal.n.01
roe_deer.n.01	deer.n.01
mastiff.n.01	canine.n.02
peking_man.n.01	placental.n.01
ratel.n.01	placental.n.01
white_whale.n.01	whale.n.02
grasshopper_mouse.n.01	wood_rat.n.01
boxer.n.04	boxer.n.04
tiger_cat.n.02	carnivore.n.01
ape.n.01	mammal.n.01
charolais.n.01	ruminant.n.01
common_wallaby.n.01	marsupial.n.01
eastern_woodrat.n.01	wood_rat.n.01
dun.n.01	mammal.n.01
steenbok.n.01	placental.n.01
blue_whale.n.01	whale.n.02
two-toed_sloth.n.01	mammal.n.01
morgan.n.06	mammal.n.01
tom.n.02	domestic_cat.n.01
old_english_sheepdog.n.01	dog.n.01
housedog.n.01	mammal.n.01
homo_soloensis.n.01	hominid.n.01
three-year-old_horse.n.01	odd-toed_ungulate.n.01
exmoor.n.01	ungulate.n.01
pony.n.02	racehorse.n.01
pariah_dog.n.01	placental.n.01
steller_sea_lion.n.01	sea_lion.n.01
angora.n.04	mammal.n.01
gazella_subgutturosa.n.01	bovid.n.01
central_chimpanzee.n.01	placental.n.01
sand_rat.n.01	mammal.n.01
mongoose.n.01	mongoose.n.01
cetacean.n.01	cetacean.n.01
african_wild_ass.n.01	mammal.n.01
flickertail.n.01	rodent.n.01
cuscus.n.01	cuscus.n.01
palm_cat.n.01	mammal.n.01
hominid.n.01	hominid.n.01
blacktail_prairie_dog.n.01	prairie_dog.n.01
charolais.n.01	beef.n.01
charolais.n.01	bovine.n.01
langur.n.01	primate.n.02
coydog.n.01	coydog.n.01
saddle_horse.n.01	ungulate.n.01
american_black_bear.n.01	american_black_bear.n.01
native_cat.n.01	dasyurid_marsupial.n.01
galloway.n.02	galloway.n.02
bobcat.n.01	carnivore.n.01
least_shrew.n.01	placental.n.01
pygmy_chimpanzee.n.01	anthropoid_ape.n.01
mastiff_bat.n.01	carnivorous_bat.n.01
brahman.n.04	placental.n.01
spaniel.n.01	mammal.n.01
pariah_dog.n.01	cur.n.01
sorrel.n.05	odd-toed_ungulate.n.01
tigress.n.01	placental.n.01
chigetai.n.01	wild_ass.n.01
phenacomys.n.01	phenacomys.n.01
california_sea_lion.n.01	eared_seal.n.01
southeastern_pocket_gopher.n.01	mammal.n.01
serow.n.01	ungulate.n.01
pademelon.n.01	pademelon.n.01
giant_armadillo.n.01	armadillo.n.01
boston_bull.n.01	boston_bull.n.01
basenji.n.01	placental.n.01
cetacean.n.01	placental.n.01
crab-eating_macaque.n.01	old_world_monkey.n.01
jersey.n.05	jersey.n.05
northern_bog_lemming.n.01	rodent.n.01
ermine.n.02	mammal.n.01
finback.n.01	aquatic_mammal.n.01
dhole.n.01	canine.n.02
tarpan.n.01	tarpan.n.01
hare.n.01	mammal.n.01
clydesdale_terrier.n.01	canine.n.02
irish_setter.n.01	dog.n.01
miniature_schnauzer.n.01	canine.n.02
cavalry_horse.n.01	equine.n.01
weimaraner.n.01	hound.n.01
standard_schnauzer.n.01	standard_schnauzer.n.01
jackrabbit.n.01	leporid.n.01
black-tailed_deer.n.01	deer.n.01
mountain_zebra.n.01	zebra.n.01
fallow_deer.n.01	deer.n.01
woolly_mammoth.n.01	placental.n.01
hudson_bay_collared_lemming.n.01	hudson_bay_collared_lemming.n.01
western_pipistrel.n.01	western_pipistrel.n.01
serow.n.01	serow.n.01
bobcat.n.01	placental.n.01
wood_rabbit.n.01	mammal.n.01
crabeater_seal.n.01	seal.n.09
bottlenose_dolphin.n.01	placental.n.01
entlebucher.n.01	dog.n.01
jaguarundi.n.01	placental.n.01
bison.n.01	ruminant.n.01
quarter_horse.n.01	odd-toed_ungulate.n.01
gayal.n.01	ungulate.n.01
red-backed_mouse.n.01	wood_rat.n.01
serval.n.01	cat.n.01
basset.n.01	placental.n.01
tigress.n.01	carnivore.n.01
gallant_fox.n.01	racehorse.n.01
pembroke.n.01	pembroke.n.01
sea_lion.n.01	eared_seal.n.01
whippet.n.01	hound.n.01
eastern_chipmunk.n.01	eastern_chipmunk.n.01
grasshopper_mouse.n.01	grasshopper_mouse.n.01
giant_eland.n.01	mammal.n.01
sand_cat.n.01	mammal.n.01
hereford.n.01	even-toed_ungulate.n.01
brocket.n.01	deer.n.01
puku.n.01	bovid.n.01
antelope.n.01	even-toed_ungulate.n.01
numbat.n.01	metatherian.n.01
american_harvest_mouse.n.01	mammal.n.01
simian.n.01	placental.n.01
gorilla.n.01	gorilla.n.01
red_poll.n.01	ruminant.n.01
virginia_deer.n.01	deer.n.01
tarsius_syrichta.n.01	tarsius_syrichta.n.01
hack.n.07	hack.n.07
brittany_spaniel.n.01	mammal.n.01
hippopotamus.n.01	placental.n.01
leonberg.n.01	dog.n.01
pichiciago.n.01	pichiciago.n.01
wire-haired_fox_terrier.n.01	terrier.n.01
manx.n.02	mammal.n.01
secretariat.n.02	placental.n.01
blue_fox.n.01	canine.n.02
raccoon.n.02	procyonid.n.01
bovid.n.01	placental.n.01
irish_wolfhound.n.01	dog.n.01
mule.n.01	placental.n.01
domestic_ass.n.01	odd-toed_ungulate.n.01
gopher.n.04	gopher.n.04
groenendael.n.01	carnivore.n.01
welsh_pony.n.01	horse.n.01
pipistrelle.n.01	placental.n.01
keeshond.n.01	carnivore.n.01
homo_sapiens_sapiens.n.01	hominid.n.01
border_collie.n.01	carnivore.n.01
african_wild_ass.n.01	placental.n.01
pteropus_hypomelanus.n.01	pteropus_hypomelanus.n.01
striped_muishond.n.01	striped_muishond.n.01
sand_rat.n.01	placental.n.01
sir_barton.n.01	sir_barton.n.01
tarpan.n.01	odd-toed_ungulate.n.01
pony.n.02	horse.n.01
langur.n.01	mammal.n.01
orangutan.n.01	anthropoid_ape.n.01
percheron.n.01	percheron.n.01
english_springer.n.01	springer_spaniel.n.01
domestic_llama.n.01	ungulate.n.01
fanaloka.n.01	mammal.n.01
chimpanzee.n.01	primate.n.02
crowbait.n.01	placental.n.01
przewalski's_horse.n.01	placental.n.01
bull.n.01	ungulate.n.01
yearling.n.02	placental.n.01
rat_terrier.n.01	mammal.n.01
black_sheep.n.02	bovid.n.01
asiatic_flying_squirrel.n.01	mammal.n.01
cave_myotis.n.01	vespertilian_bat.n.01
stud.n.04	odd-toed_ungulate.n.01
koala.n.01	koala.n.01
lesser_rorqual.n.01	baleen_whale.n.01
miniature_poodle.n.01	dog.n.01
gayal.n.01	gayal.n.01
chigetai.n.01	equine.n.01
tibetan_mastiff.n.01	dog.n.01
quarter_horse.n.01	ungulate.n.01
standard_schnauzer.n.01	canine.n.02
grey_fox.n.01	canine.n.02
leafnose_bat.n.01	placental.n.01
boarhound.n.01	boarhound.n.01
american_mastodon.n.01	placental.n.01
toy_spaniel.n.01	mammal.n.01
macaque.n.01	old_world_monkey.n.01
gemsbok.n.01	ungulate.n.01
coondog.n.01	coondog.n.01
cheviot.n.01	even-toed_ungulate.n.01
black_rat.n.01	mammal.n.01
crab-eating_opossum.n.01	metatherian.n.01
english_springer.n.01	sporting_dog.n.01
male_horse.n.01	male_horse.n.01
pole_horse.n.01	placental.n.01
pocketed_bat.n.01	carnivorous_bat.n.01
cactus_mouse.n.01	placental.n.01
steed.n.01	odd-toed_ungulate.n.01
sausage_dog.n.01	carnivore.n.01
indian_buffalo.n.01	placental.n.01
goat.n.01	placental.n.01
greater_kudu.n.01	antelope.n.01
staghound.n.01	staghound.n.01
jersey.n.05	mammal.n.01
german_short-haired_pointer.n.01	canine.n.02
bison.n.01	mammal.n.01
weimaraner.n.01	carnivore.n.01
palfrey.n.01	odd-toed_ungulate.n.01
bottle-nosed_whale.n.01	mammal.n.01
ferret.n.02	carnivore.n.01
chipmunk.n.01	rodent.n.01
harness_horse.n.01	mammal.n.01
harp_seal.n.01	placental.n.01
slender-tailed_meerkat.n.01	slender-tailed_meerkat.n.01
douroucouli.n.01	mammal.n.01
sambar.n.01	ruminant.n.01
pacific_bottlenose_dolphin.n.01	bottlenose_dolphin.n.01
shrew.n.02	insectivore.n.01
yorkshire_terrier.n.01	terrier.n.01
brush-tailed_porcupine.n.01	old_world_porcupine.n.01
brown_bear.n.01	carnivore.n.01
queen.n.09	naked_mole_rat.n.01
fisher.n.02	marten.n.01
musk_deer.n.01	deer.n.01
brood_bitch.n.01	carnivore.n.01
pinscher.n.01	placental.n.01
bull_mastiff.n.01	placental.n.01
kit_fox.n.02	fox.n.01
arctic_fox.n.01	arctic_fox.n.01
black_rhinoceros.n.01	placental.n.01
manx.n.02	placental.n.01
hare_wallaby.n.01	mammal.n.01
irish_terrier.n.01	placental.n.01
belgian_sheepdog.n.01	working_dog.n.01
carnivorous_bat.n.01	placental.n.01
water_vole.n.01	vole.n.01
platypus.n.01	mammal.n.01
lionet.n.01	lion.n.01
american_staffordshire_terrier.n.01	terrier.n.01
world.n.08	hominid.n.01
lesser_panda.n.01	carnivore.n.01
angora.n.02	domestic_goat.n.01
keeshond.n.01	keeshond.n.01
bowhead.n.01	cetacean.n.01
kaffir_cat.n.01	kaffir_cat.n.01
aardvark.n.01	placental.n.01
guano_bat.n.01	guano_bat.n.01
polar_hare.n.01	hare.n.01
sand_cat.n.01	carnivore.n.01
seal.n.09	aquatic_mammal.n.01
affenpinscher.n.01	mammal.n.01
long-eared_bat.n.01	vespertilian_bat.n.01
leopard_cat.n.01	feline.n.01
miniature_poodle.n.01	canine.n.02
brown_bear.n.01	placental.n.01
cow_pony.n.01	equine.n.01
standard_poodle.n.01	dog.n.01
sea_cow.n.01	placental.n.01
egyptian_cat.n.01	carnivore.n.01
white_rhinoceros.n.01	white_rhinoceros.n.01
eastern_dasyure.n.01	marsupial.n.01
canine.n.02	mammal.n.01
lioness.n.01	feline.n.01
rottweiler.n.01	carnivore.n.01
vespertilian_bat.n.01	mammal.n.01
grey.n.07	mammal.n.01
saluki.n.01	hunting_dog.n.01
cashmere_goat.n.01	mammal.n.01
orange_bat.n.01	bat.n.01
moke.n.01	ungulate.n.01
hackney.n.02	mammal.n.01
chimpanzee.n.01	ape.n.01
australopithecus_boisei.n.01	australopithecine.n.01
angora.n.02	even-toed_ungulate.n.01
american_marten.n.01	carnivore.n.01
gaur.n.01	even-toed_ungulate.n.01
scotch_terrier.n.01	terrier.n.01
lynx.n.02	mammal.n.01
coyote.n.01	wolf.n.01
apar.n.01	mammal.n.01
three-toed_sloth.n.01	mammal.n.01
deer.n.01	placental.n.01
pteropus_hypomelanus.n.01	placental.n.01
cryptoprocta.n.01	carnivore.n.01
australian_terrier.n.01	placental.n.01
whirlaway.n.01	odd-toed_ungulate.n.01
walker_hound.n.01	foxhound.n.01
dalmatian.n.02	dalmatian.n.02
workhorse.n.02	equine.n.01
springer.n.02	cow.n.01
cayuse.n.01	mammal.n.01
king_charles_spaniel.n.01	dog.n.01
durham.n.02	placental.n.01
leopardess.n.01	big_cat.n.01
freetail.n.01	carnivorous_bat.n.01
rorqual.n.01	placental.n.01
mexican_hairless.n.01	dog.n.01
native_cat.n.01	metatherian.n.01
pere_david's_deer.n.01	ungulate.n.01
slow_loris.n.01	slow_loris.n.01
terrier.n.01	carnivore.n.01
tayra.n.01	mammal.n.01
siamese_cat.n.01	cat.n.01
quagga.n.01	placental.n.01
tamarau.n.01	old_world_buffalo.n.01
australian_sea_lion.n.01	mammal.n.01
silky_terrier.n.01	dog.n.01
black_squirrel.n.01	rodent.n.01
flying_mouse.n.01	marsupial.n.01
jungle_cat.n.01	cat.n.01
brahman.n.04	ungulate.n.01
retriever.n.01	retriever.n.01
golden_retriever.n.01	placental.n.01
kid.n.05	placental.n.01
packhorse.n.01	odd-toed_ungulate.n.01
silky_tamarin.n.01	new_world_monkey.n.01
silky_terrier.n.01	silky_terrier.n.01
cashmere_goat.n.01	domestic_goat.n.01
pouched_mole.n.01	pouched_mole.n.01
ram.n.05	ram.n.05
vervet.n.01	old_world_monkey.n.01
curly-coated_retriever.n.01	sporting_dog.n.01
spotted_lynx.n.01	wildcat.n.03
affirmed.n.01	odd-toed_ungulate.n.01
horseshoe_bat.n.01	carnivorous_bat.n.01
assault.n.03	thoroughbred.n.02
freetail.n.01	freetail.n.01
eskimo_dog.n.01	mammal.n.01
bronco.n.01	pony.n.01
clydesdale.n.01	mammal.n.01
pole_horse.n.01	racehorse.n.01
suricate.n.01	placental.n.01
white-lipped_peccary.n.01	placental.n.01
asiatic_shrew_mole.n.01	asiatic_shrew_mole.n.01
wolf_pup.n.01	mammal.n.01
blenheim_spaniel.n.01	toy_dog.n.01
aurochs.n.02	placental.n.01
impala.n.01	mammal.n.01
newfoundland.n.01	mammal.n.01
killer_whale.n.01	cetacean.n.01
jerboa_kangaroo.n.01	kangaroo.n.01
ocelot.n.01	cat.n.01
fisher.n.02	placental.n.01
margay.n.01	carnivore.n.01
beaver.n.07	placental.n.01
charger.n.01	ungulate.n.01
imperial_mammoth.n.01	imperial_mammoth.n.01
prosimian.n.01	prosimian.n.01
bucking_bronco.n.01	equine.n.01
marco_polo_sheep.n.01	even-toed_ungulate.n.01
eastern_chimpanzee.n.01	ape.n.01
bearded_seal.n.01	seal.n.09
guenon.n.01	old_world_monkey.n.01
poodle.n.01	canine.n.02
komondor.n.01	placental.n.01
kob.n.01	mammal.n.01
pygmy_marmoset.n.01	placental.n.01
carthorse.n.01	draft_horse.n.01
silky_terrier.n.01	placental.n.01
kanchil.n.01	ruminant.n.01
basenji.n.01	carnivore.n.01
papillon.n.01	carnivore.n.01
palm_cat.n.01	viverrine.n.01
wharf_rat.n.02	placental.n.01
seattle_slew.n.01	seattle_slew.n.01
flat-coated_retriever.n.01	placental.n.01
rat_kangaroo.n.01	metatherian.n.01
sea_otter.n.01	mammal.n.01
taguan.n.01	mammal.n.01
gorilla.n.01	placental.n.01
boar.n.02	ungulate.n.01
briard.n.01	dog.n.01
bronco.n.01	mustang.n.01
pinscher.n.01	dog.n.01
waterbuck.n.01	bovid.n.01
bull_mastiff.n.01	dog.n.01
otter.n.02	placental.n.01
pacer.n.01	horse.n.01
kerry_blue_terrier.n.01	canine.n.02
workhorse.n.02	placental.n.01
norwich_terrier.n.01	placental.n.01
mountain_sheep.n.01	mammal.n.01
doberman.n.01	doberman.n.01
suricate.n.01	suricate.n.01
mink.n.03	placental.n.01
stoat.n.01	weasel.n.02
woodland_caribou.n.01	ruminant.n.01
spotted_skunk.n.01	placental.n.01
common_lynx.n.01	wildcat.n.03
cardigan.n.02	placental.n.01
sled_dog.n.01	working_dog.n.01
prairie_vole.n.01	prairie_vole.n.01
bushbuck.n.01	placental.n.01
lucy.n.01	placental.n.01
european_hare.n.01	placental.n.01
cougar.n.01	placental.n.01
wild_boar.n.01	wild_boar.n.01
greyhound.n.01	carnivore.n.01
trotting_horse.n.01	ungulate.n.01
hearing_dog.n.01	canine.n.02
new_world_beaver.n.01	new_world_beaver.n.01
pony.n.02	ungulate.n.01
norwegian_elkhound.n.01	placental.n.01
boarhound.n.01	placental.n.01
woolly_rhinoceros.n.01	mammal.n.01
cashmere_goat.n.01	bovid.n.01
squirrel.n.01	mammal.n.01
angora.n.02	bovid.n.01
indian_elephant.n.01	placental.n.01
liger.n.01	liger.n.01
american_red_squirrel.n.01	rodent.n.01
angwantibo.n.01	placental.n.01
australian_sea_lion.n.01	placental.n.01
nonstarter.n.02	placental.n.01
scotch_terrier.n.01	mammal.n.01
tennessee_walker.n.01	placental.n.01
giraffe.n.01	mammal.n.01
malamute.n.01	carnivore.n.01
african_wild_ass.n.01	wild_ass.n.01
brocket.n.01	even-toed_ungulate.n.01
burro.n.01	equine.n.01
paranthropus.n.01	australopithecine.n.01
water_dog.n.02	dog.n.01
welsh_springer_spaniel.n.01	placental.n.01
keeshond.n.01	mammal.n.01
griffon.n.02	canine.n.02
gemsbok.n.01	placental.n.01
wolfhound.n.01	wolfhound.n.01
dall_sheep.n.01	even-toed_ungulate.n.01
briard.n.01	placental.n.01
setter.n.02	hunting_dog.n.01
caribou.n.01	even-toed_ungulate.n.01
lemur.n.01	placental.n.01
wild_boar.n.01	swine.n.01
lionet.n.01	lionet.n.01
camel.n.01	ungulate.n.01
bullterrier.n.01	carnivore.n.01
masked_shrew.n.01	placental.n.01
black_squirrel.n.01	placental.n.01
mole.n.06	insectivore.n.01
merino.n.01	domestic_sheep.n.01
